X,y
0.0,5.496714153011233
0.10101010101010101,5.114260951354068
0.20202020202020202,6.152739043151198
0.30303030303030304,7.280605613983783
0.40404040404040403,5.775947635377674
0.5050505050505051,6.028489305677082
0.6060606060606061,8.094364330658907
0.7070707070707071,7.535111496829677
0.8080808080808081,6.550727634267068
0.9090909090909091,7.8152873163132375
1.0101010101010102,7.061834832440064
1.1111111111111112,7.312048024207521
1.2121212121212122,8.272265301869066
1.3131313131313131,6.369548038170485
1.4141414141414141,6.810435702840504
1.5151515151515151,8.225591258637817
1.6161616161616161,8.027572920069618
1.7171717171717171,9.607176625524566
1.8181818181818181,8.637430469933333
1.9191919191919191,8.385676096644506
2.0202020202020203,11.516153819426606
2.121212121212121,10.077254002543768
2.2222222222222223,10.62308376024348
2.323232323232323,9.383332621867352
2.4242424242424243,10.516223336080877
2.525252525252525,11.424053902841178
2.6262626262626263,10.414662988234262
2.727272727272727,12.193879836527488
2.8282828282828283,11.470068380788266
2.929292929292929,12.031538573439045
3.0303030303030303,11.97405096352818
3.131313131313131,14.680561012791765
3.2323232323232323,13.067310856070147
3.3333333333333335,12.275622404377433
3.4343434343434343,14.408403497961773
3.5353535353535355,12.617540188412818
3.6363636363636362,14.299772685913846
3.7373737373737375,12.38376421955457
3.8383838383838382,13.267773547061164
3.9393939393939394,15.045346084353971
4.040404040404041,15.839476681005513
4.141414141414141,15.524903634725323
4.242424242424242,15.490412323672365
4.343434343434343,15.55748216299657
4.444444444444445,14.632589120743683
4.545454545454545,15.643792155241655
4.646464646464646,16.15552284520183
4.747474747474747,17.925809094905784
4.848484848484849,17.464830410780582
4.94949494949495,15.61069721837464
5.05050505050505,17.95034659565742
5.151515151515151,17.493705598371562
5.252525252525253,17.454391131007174
5.353535353535354,18.995514672679253
5.454545454545454,19.667363158859583
5.555555555555555,19.820169008005088
5.656565656565657,18.302196618191502
5.757575757575758,19.08472701808818
5.858585858585858,19.977728077868207
5.959595959595959,20.874535026112255
6.0606060606060606,19.672340913669863
6.161616161616162,20.21838142737659
6.262626262626262,19.550230682559626
6.363636363636363,19.712884285010237
6.4646464646464645,21.97414198401036
6.565656565656566,22.77038144271224
6.666666666666667,21.594656545086334
6.767676767676767,22.922724817083942
6.8686868686868685,22.533353196764804
6.96969696969697,21.779122669637303
7.070707070707071,23.03816328227609
7.171717171717171,24.467329495758896
7.2727272727272725,23.145992142708227
7.373737373737374,24.99898709015744
7.474747474747475,21.067123582778944
7.575757575757575,24.76129644376916
7.6767676767676765,24.27896626015736
7.777777777777778,24.145437093978575
7.878787878787879,24.788730473505197
7.979797979797979,22.961926034894056
8.080808080808081,24.98234831418269
8.181818181818182,25.8116580260572
8.282828282828282,27.18496475181222
8.383838383838384,25.44132574132231
8.484848484848484,25.403627609228025
8.585858585858587,25.96288942106193
8.686868686868687,27.63257383487379
8.787878787878787,27.298448079356653
8.88888888888889,26.69246201845518
8.98989898989899,27.98801490786083
9.09090909090909,27.824350276620766
9.191919191919192,28.94844297033087
9.292929292929292,27.53027013844588
9.393939393939394,28.157186338250717
9.494949494949495,28.34526558424158
9.595959595959595,27.52638404176687
9.696969696969697,29.53854451948882
9.797979797979798,29.756004767129383
9.8989898989899,29.75258820411721
10.0,29.765412866624853
